volume_cm3,surface_area_cm2,aspect_ratio,num_faces,num_edges,num_holes,num_pockets,max_depth_mm,machinability,density,tolerance_factor,is_turning,is_milling,is_drilling,is_grinding,machining_time_min
120.67,552.77,4.157,2292,1145,4,7,32.83,1.2,8.5,1.0,1,1,1,0,64.201
362.48,774.64,2.048,1525,2265,14,2,38.59,1.8,7.85,1.0,0,1,1,0,83.666
478.64,728.51,1.425,1083,1803,10,0,9.65,0.5,1.05,1.0,0,0,1,0,10.991
488.71,209.13,2.927,582,683,13,4,37.53,1.2,8.5,1.0,0,1,1,0,43.19
101.22,592.3,2.557,377,810,0,6,10.55,1.2,8.5,1.25,0,1,0,1,56.307
186.69,278.86,2.548,2146,172,12,4,5.15,1.8,7.85,1.25,0,1,1,1,47.686
50.59,661.9,1.225,1269,2889,4,3,55.04,0.5,1.05,1.25,0,1,1,0,20.363
125.55,580.61,3.677,729,1371,7,4,35.87,1.2,8.5,1.0,0,1,1,0,40.94
352.3,443.81,8.516,454,1917,0,0,8.77,0.5,1.05,1.0,0,1,0,0,7.602
265.56,555.9,20.768,1162,1906,12,5,33.4,5.0,4.5,1.25,0,1,1,1,290.196
319.83,140.31,3.007,1874,232,1,4,8.69,1.8,7.85,1.25,1,1,1,0,50.031
359.43,97.65,1.583,882,2574,0,2,31.68,0.5,1.05,1.25,0,1,0,1,8.57
364.95,123.11,4.796,564,1495,3,1,20.76,1.2,8.5,1.25,1,1,1,1,44.087
105.67,567.77,3.778,1131,1559,2,4,58.88,1.2,8.5,1.6,1,1,1,1,61.902
320.22,225.81,14.391,1747,287,2,4,43.47,0.5,1.05,1.25,0,1,1,1,12.372
374.16,638.54,5.432,710,2851,6,5,47.34,1.8,7.85,1.0,1,1,1,0,142.234
167.63,533.6,4.179,1604,1862,11,2,43.45,0.5,1.05,1.0,0,1,1,0,16.318
59.45,697.62,2.696,631,664,0,3,50.98,5.0,4.5,1.0,0,1,0,0,117.612
89.89,555.07,5.18,1172,220,10,7,23.75,1.2,8.5,1.25,1,1,1,1,75.361
419.03,107.04,2.018,975,2777,12,6,16.73,0.5,1.05,1.0,0,1,1,0,11.583
464.67,450.78,5.617,657,2125,6,3,24.36,0.5,1.05,1.0,1,1,1,0,26.506
479.35,267.43,11.704,1827,2600,7,0,9.13,5.0,4.5,1.0,1,0,1,0,182.978
38.44,462.28,2.485,217,527,4,1,3.89,1.8,7.85,1.25,0,1,1,0,25.512
147.1,280.27,2.247,1764,2386,6,4,48.79,1.2,8.5,1.6,0,1,1,1,44.217
401.27,51.29,11.732,1535,2550,1,0,43.81,1.8,7.85,1.25,1,1,1,0,70.032
404.3,230.19,1.226,1772,951,2,3,59.6,1.0,2.7,1.0,0,1,1,0,24.118
47.71,492.32,3.259,725,2005,4,4,23.02,1.2,8.5,1.25,1,1,1,1,38.612
398.45,548.6,14.794,637,2873,13,7,19.26,1.0,2.7,1.25,0,1,1,1,64.496
377.29,443.45,2.71,1256,190,0,5,17.52,1.0,2.7,1.25,0,1,0,1,40.289
132.54,538.97,10.837,1436,2253,1,5,32.68,0.5,1.05,1.25,1,1,1,0,29.087
332.17,570.0,7.422,957,2009,10,1,31.02,1.8,7.85,1.25,1,1,1,0,102.361
116.01,727.21,10.892,2128,211,8,1,36.49,1.0,2.7,1.25,0,1,1,0,34.081
207.79,86.43,2.259,684,735,2,6,41.42,1.8,7.85,1.0,0,1,1,0,21.742
225.98,625.82,1.674,1645,242,5,7,10.47,5.0,4.5,1.0,0,1,1,0,257.691
12.61,349.67,2.594,1766,1638,10,3,23.15,5.0,4.5,1.0,0,1,1,0,101.11
455.67,422.13,1.788,522,735,10,5,42.65,1.8,7.85,1.0,0,1,1,0,96.381
14.25,177.8,1.373,1188,1817,12,1,11.08,5.0,4.5,1.25,0,1,1,1,42.518
281.01,676.11,16.419,1890,821,6,5,21.62,1.8,7.85,1.6,0,1,1,0,152.724
332.98,509.47,7.978,1480,1541,4,0,55.55,1.2,8.5,1.25,0,1,1,0,31.685
91.42,743.69,4.52,681,809,10,1,21.46,0.5,1.05,1.0,1,1,1,0,11.514
95.89,315.09,3.31,1105,1089,5,1,51.96,1.0,2.7,1.0,1,1,1,0,18.18
29.21,736.35,36.481,1690,2701,5,4,49.51,5.0,4.5,1.0,1,1,1,0,190.567
349.54,740.72,2.238,2231,1544,9,4,42.51,1.8,7.85,1.6,0,1,1,1,160.344
166.25,694.24,2.201,611,817,14,2,18.33,0.5,1.05,1.6,0,1,1,1,27.36
62.9,718.47,1.222,1808,198,1,0,58.3,1.2,8.5,1.0,0,1,1,0,12.53
399.16,431.41,2.869,231,678,3,7,17.48,5.0,4.5,1.0,0,1,1,0,214.497
143.66,625.59,7.537,1492,2376,4,4,18.52,5.0,4.5,1.0,0,1,1,0,175.051
128.12,523.81,21.075,869,2457,12,3,40.82,1.0,2.7,1.0,1,1,1,0,36.52
75.82,384.76,2.098,1414,497,1,7,0.93,1.2,8.5,1.6,0,1,1,0,47.302
313.98,184.74,11.944,2201,2954,8,2,38.54,0.5,1.05,1.25,0,1,1,1,12.953
61.59,144.4,12.062,953,1827,14,4,57.54,1.0,2.7,1.0,1,1,1,0,32.784
176.36,301.15,2.234,1252,488,5,2,26.8,1.2,8.5,1.6,0,1,1,0,32.138
192.97,410.68,8.545,1200,187,10,2,9.43,0.5,1.05,1.0,1,1,1,0,13.046
98.72,289.16,25.994,276,552,5,7,6.19,0.5,1.05,1.6,1,1,1,1,23.866
365.29,177.42,2.159,1492,706,0,1,55.54,1.8,7.85,1.6,0,1,0,0,40.824
328.72,482.65,14.53,1659,2998,8,7,53.8,1.8,7.85,1.25,1,1,1,1,170.402
17.32,424.6,4.835,1747,1456,10,5,25.7,1.2,8.5,1.0,1,1,1,0,37.898
10.62,67.46,3.194,1146,585,9,0,23.28,0.5,1.05,1.25,1,1,1,1,4.257
408.28,102.75,3.801,716,2883,2,1,6.34,1.8,7.85,1.6,1,1,1,1,81.898
402.08,176.9,9.985,72,2176,9,5,30.93,1.2,8.5,1.0,0,1,1,0,35.062
479.05,541.86,2.614,1818,554,2,3,40.03,1.0,2.7,1.6,0,1,1,0,57.28
320.65,701.53,16.053,2398,487,5,1,58.5,5.0,4.5,1.0,1,1,1,0,209.725
405.24,538.8,1.974,1246,2593,4,2,22.4,0.5,1.05,1.6,0,1,1,0,25.868
431.73,57.88,2.26,757,1395,6,2,4.43,0.5,1.05,1.6,0,1,1,0,12.226
72.08,172.64,11.806,1686,441,4,3,52.77,0.5,1.05,1.0,0,1,1,0,6.867
423.94,467.72,1.499,1743,1137,14,0,0.47,1.2,8.5,1.25,0,1,1,0,31.759
264.09,740.62,3.168,1823,2053,0,3,53.85,1.0,2.7,1.6,0,1,0,0,60.952
176.66,415.76,4.552,385,507,0,4,22.51,1.2,8.5,1.25,1,1,0,0,46.051
454.04,669.8,9.486,2397,1008,12,7,11.37,5.0,4.5,1.6,0,1,1,1,444.676
368.86,251.1,2.903,2144,701,4,0,2.68,1.0,2.7,1.25,0,0,1,1,20.32
129.12,214.48,11.679,491,1456,11,0,55.26,1.0,2.7,1.25,0,1,1,1,29.996
329.18,627.04,1.751,304,1739,0,4,12.33,1.8,7.85,1.6,0,1,0,0,97.964
14.55,363.02,5.574,731,1721,0,5,0.0,1.0,2.7,1.6,0,1,0,1,32.79
361.67,547.26,2.625,2113,2234,9,0,3.8,5.0,4.5,1.0,0,1,1,0,94.633
383.68,301.03,3.851,1573,2476,1,1,21.57,1.0,2.7,1.25,1,1,1,0,36.938
125.4,303.24,13.419,2110,1215,12,0,55.84,0.5,1.05,1.25,1,1,1,1,22.467
348.88,279.92,6.008,1955,2749,8,6,57.98,1.8,7.85,1.6,0,1,1,0,110.301
217.93,404.85,4.286,1807,2113,3,6,36.22,1.2,8.5,1.6,1,1,1,0,78.831
374.65,401.85,5.237,620,2545,11,3,57.33,1.2,8.5,1.6,0,1,1,0,83.445
446.94,424.26,1.687,1388,2550,12,2,3.67,1.8,7.85,1.0,0,1,1,0,52.055
372.35,368.01,5.961,552,1753,6,4,32.95,1.0,2.7,1.6,1,1,1,1,82.608
70.28,577.41,5.04,1579,1751,8,7,42.74,1.2,8.5,1.0,1,1,1,0,65.98
259.37,780.7,2.198,2189,733,12,4,13.08,5.0,4.5,1.0,0,1,1,0,225.134
125.59,194.86,2.92,191,2547,10,4,0.46,1.0,2.7,1.0,0,1,1,0,16.222
466.33,503.13,5.415,1147,2334,7,7,1.09,1.0,2.7,1.25,1,1,1,0,77.482
276.91,473.49,3.868,968,1517,3,4,44.55,5.0,4.5,1.6,1,1,1,1,386.544
333.07,555.61,3.472,2137,644,11,5,4.63,1.2,8.5,1.6,0,1,1,1,84.925
254.04,790.55,7.974,183,793,4,5,46.55,1.2,8.5,1.25,1,1,1,0,98.325
17.33,561.35,17.921,1078,2309,0,2,38.12,1.0,2.7,1.6,1,1,0,0,26.434
344.77,750.16,2.42,1501,1366,2,0,23.79,1.8,7.85,1.25,0,1,1,1,41.096
84.89,429.47,7.094,284,2363,7,5,38.83,5.0,4.5,1.0,0,1,1,0,161.379
21.3,147.46,3.151,2488,1456,10,0,1.07,5.0,4.5,1.25,1,0,1,0,33.906
139.39,512.43,6.562,1081,1323,13,4,0.24,1.0,2.7,1.25,1,1,1,0,55.152
155.88,797.2,1.703,2372,1309,0,2,22.86,1.2,8.5,1.25,0,1,0,1,35.522
276.94,76.94,28.971,2298,882,7,3,53.72,1.2,8.5,1.25,1,1,1,0,46.283
392.32,445.32,1.123,2332,2921,10,5,0.97,5.0,4.5,1.0,0,1,1,0,214.416
132.92,696.62,3.461,1736,825,11,1,34.4,1.2,8.5,1.6,1,1,1,1,63.079
42.73,412.98,3.897,489,2924,3,0,47.74,1.2,8.5,1.25,1,1,1,1,17.008
44.01,795.12,4.505,749,2854,9,3,54.03,0.5,1.05,1.25,1,1,1,0,29.109
333.64,628.41,7.983,1978,1880,12,6,45.36,1.0,2.7,1.6,1,1,1,0,123.371
393.25,462.03,7.755,1244,2763,6,1,3.69,1.2,8.5,1.0,1,1,1,0,54.322
476.49,729.85,22.345,806,2696,4,3,57.73,1.2,8.5,1.6,1,1,1,0,133.998
350.85,99.03,5.435,2411,1097,2,5,46.53,1.8,7.85,1.6,1,1,1,1,93.873
241.98,170.21,5.582,766,1794,0,3,33.38,5.0,4.5,1.25,1,1,0,1,144.164
464.8,73.51,5.026,1410,293,13,6,50.57,1.0,2.7,1.0,1,1,1,0,56.962
406.64,194.03,8.551,1819,2507,14,2,56.07,5.0,4.5,1.6,1,1,1,1,453.886
206.33,663.47,4.2,185,843,11,0,46.6,5.0,4.5,1.25,1,1,1,1,235.364
345.11,506.55,10.7,1536,264,2,6,36.98,1.2,8.5,1.6,1,1,1,1,97.214
121.62,404.38,3.849,1093,2300,4,6,47.49,1.2,8.5,1.0,1,1,1,0,49.55
192.95,750.56,10.988,2047,647,2,7,8.51,1.2,8.5,1.25,1,1,1,0,100.912
341.92,769.68,4.579,1507,2730,7,4,29.8,1.2,8.5,1.0,1,1,1,0,64.408
41.23,691.33,6.068,1976,2970,3,5,38.17,5.0,4.5,1.6,0,1,1,1,310.992
278.41,282.04,2.397,1491,2932,8,5,19.27,1.2,8.5,1.25,0,1,1,1,37.482
140.02,223.56,3.128,1335,499,9,2,16.09,1.0,2.7,1.0,1,1,1,0,18.051
233.44,408.52,2.122,581,2351,6,1,37.39,1.2,8.5,1.25,0,1,1,0,30.021
98.11,126.95,3.396,233,2290,6,7,34.46,0.5,1.05,1.6,1,1,1,1,17.882
219.82,424.12,2.623,2391,2117,8,4,49.67,1.8,7.85,1.0,0,1,1,0,74.366
245.44,789.25,23.422,1781,735,1,6,6.67,1.8,7.85,1.6,1,1,1,1,189.917
425.09,623.21,4.724,1825,609,0,4,58.84,1.2,8.5,1.0,1,1,0,0,68.414
342.01,672.79,6.072,886,1874,10,2,30.46,1.8,7.85,1.0,1,1,1,0,98.211
286.32,180.08,7.602,1129,2960,9,7,43.19,1.8,7.85,1.6,1,1,1,1,135.898
264.46,76.46,6.827,1220,1433,5,2,23.43,5.0,4.5,1.25,1,1,1,0,148.194
396.93,70.74,4.144,318,1530,4,6,25.49,1.2,8.5,1.6,0,1,1,0,35.799
343.72,184.16,2.69,1814,1496,10,7,54.03,1.0,2.7,1.6,0,1,1,0,57.841
115.17,667.48,6.361,1305,1334,8,6,47.77,1.8,7.85,1.6,0,1,1,0,160.127
296.94,162.15,2.406,1021,2252,3,3,27.9,1.2,8.5,1.25,0,1,1,1,25.877
132.4,792.02,14.073,220,168,12,1,56.26,5.0,4.5,1.25,1,1,1,1,292.841
81.83,469.36,2.071,1020,2615,0,0,14.97,1.0,2.7,1.6,0,1,0,0,11.69
296.4,268.23,2.628,1668,1215,6,4,18.09,1.8,7.85,1.6,0,1,1,1,64.328
45.1,608.21,5.243,2443,2875,14,0,10.99,5.0,4.5,1.25,1,1,1,1,77.483
267.93,508.4,16.633,389,993,2,5,19.78,5.0,4.5,1.6,0,1,1,0,292.173
69.77,593.47,7.786,1944,2431,0,1,54.35,5.0,4.5,1.0,1,1,0,0,75.5
401.65,429.83,2.136,656,2195,7,7,16.38,1.0,2.7,1.0,0,1,1,0,43.511
346.31,556.1,2.46,2094,956,4,1,32.75,1.8,7.85,1.25,0,1,1,0,56.956
35.27,571.26,14.808,1594,2468,7,2,59.74,0.5,1.05,1.25,1,1,1,0,21.307
174.34,634.6,2.87,1801,2595,5,7,13.79,0.5,1.05,1.0,0,1,1,0,24.134
426.46,333.04,1.632,1867,2620,1,3,41.01,5.0,4.5,1.25,0,1,1,1,148.059
382.99,67.07,1.462,1732,1256,5,3,14.72,1.2,8.5,1.0,0,1,1,0,20.449
341.99,67.75,3.033,1036,1820,4,5,39.13,0.5,1.05,1.25,1,1,1,1,18.016
312.37,652.11,5.4,382,2174,7,2,17.74,1.2,8.5,1.0,0,1,1,0,32.377
460.46,721.98,2.658,1550,2196,1,4,23.34,1.0,2.7,1.0,0,1,1,0,51.962
194.67,739.09,3.668,1356,1407,6,7,57.59,1.0,2.7,1.25,1,1,1,1,94.428
113.05,337.58,4.762,54,2775,13,7,56.86,1.8,7.85,1.6,1,1,1,1,163.246
116.91,190.65,4.664,1757,465,7,4,56.65,1.2,8.5,1.0,1,1,1,0,34.243
280.04,714.61,4.265,1104,895,10,3,13.19,5.0,4.5,1.6,1,1,1,1,347.7
143.34,163.27,3.909,863,424,6,7,15.59,5.0,4.5,1.6,1,1,1,1,205.205
284.85,185.61,6.137,329,2310,0,4,54.54,1.0,2.7,1.6,1,1,0,0,48.161
484.6,606.62,2.492,1963,1069,0,7,33.93,0.5,1.05,1.25,0,1,0,1,33.253
151.37,781.26,3.731,583,478,12,5,25.85,5.0,4.5,1.0,1,1,1,0,275.974
386.14,231.87,21.042,912,1521,1,7,22.67,1.8,7.85,1.25,0,1,1,1,59.873
432.96,733.29,2.548,1037,2555,7,7,19.7,0.5,1.05,1.0,0,1,1,0,26.112
149.83,508.21,4.65,370,1159,10,2,8.01,1.0,2.7,1.0,1,1,1,0,23.684
215.22,287.97,7.136,1658,2812,7,0,24.88,1.8,7.85,1.0,1,1,1,0,43.876
118.7,308.89,5.511,1539,1208,11,7,7.04,1.2,8.5,1.0,1,1,1,0,36.126
478.69,286.42,2.86,1714,2278,2,5,41.19,5.0,4.5,1.6,0,1,1,0,270.342
162.55,799.01,2.44,1140,1800,10,4,14.24,0.5,1.05,1.25,0,1,1,1,26.565
409.87,88.9,6.925,1825,2588,8,0,40.03,1.2,8.5,1.6,1,1,1,0,82.858
230.56,371.48,1.959,1703,391,11,3,39.12,1.8,7.85,1.6,0,1,1,1,96.44
187.9,382.22,3.233,836,2054,12,0,57.27,1.0,2.7,1.0,1,1,1,0,36.804
51.49,642.54,3.552,626,2926,5,6,55.79,5.0,4.5,1.25,1,1,1,1,276.119
93.57,295.16,16.768,1824,494,6,5,7.41,1.2,8.5,1.6,0,1,1,0,36.047
78.27,159.73,4.484,83,183,12,7,52.58,1.2,8.5,1.25,0,1,1,0,51.119
362.57,237.51,4.14,2082,106,0,7,43.67,0.5,1.05,1.0,1,1,0,0,19.854
357.19,653.44,4.875,1999,1322,12,5,55.25,1.8,7.85,1.25,1,1,1,0,169.152
313.37,698.45,3.135,933,1544,8,1,21.22,1.0,2.7,1.25,1,1,1,0,40.924
300.16,535.79,19.145,1252,563,3,0,44.13,1.2,8.5,1.6,0,1,1,0,31.217
89.64,431.3,11.221,664,1879,12,6,18.74,0.5,1.05,1.25,0,1,1,0,24.281
444.73,332.53,3.718,962,1975,12,0,28.85,1.8,7.85,1.6,0,1,1,0,71.635
340.31,610.31,15.425,2439,2491,8,5,35.51,0.5,1.05,1.0,1,1,1,0,32.929
372.53,152.88,12.886,907,1963,13,6,27.79,1.8,7.85,1.25,0,1,1,1,69.656
269.08,396.88,9.312,1722,1464,11,0,13.76,0.5,1.05,1.0,1,1,1,0,14.473
284.71,708.81,16.202,930,479,12,4,41.02,1.0,2.7,1.6,0,1,1,0,87.057
166.69,768.81,4.453,1966,472,7,1,24.45,1.8,7.85,1.25,1,1,1,0,73.295
255.83,107.82,5.427,1985,2800,13,3,13.71,1.8,7.85,1.0,1,1,1,0,46.346
90.14,463.71,1.86,1760,2638,14,5,38.53,5.0,4.5,1.6,0,1,1,1,309.34
479.99,686.64,7.374,2462,2636,8,0,13.65,1.8,7.85,1.25,1,1,1,1,109.348
61.35,216.75,12.037,2045,803,9,2,20.09,0.5,1.05,1.25,1,1,1,1,10.422
176.96,569.02,4.556,2310,1854,13,7,24.78,1.0,2.7,1.25,1,1,1,0,75.532
129.81,408.6,4.147,721,609,0,2,11.74,1.8,7.85,1.6,1,1,0,1,61.79
38.05,369.02,19.192,2013,197,6,1,27.75,0.5,1.05,1.25,0,1,1,1,8.599
108.2,130.39,3.423,372,973,7,5,55.4,1.8,7.85,1.6,0,1,1,1,61.42
408.34,178.02,5.364,2116,263,12,0,53.89,5.0,4.5,1.6,1,1,1,0,415.567
104.31,394.15,5.367,856,489,10,5,10.1,0.5,1.05,1.0,0,1,1,0,12.145
232.64,576.93,1.763,2278,2528,4,5,8.92,0.5,1.05,1.6,0,1,1,1,32.375
290.63,173.92,1.939,1038,2053,8,2,30.77,1.8,7.85,1.6,0,1,1,0,57.199
47.07,664.73,2.033,1620,2324,9,4,48.93,0.5,1.05,1.0,0,1,1,0,20.546
363.65,129.19,16.508,927,2103,4,6,9.53,1.8,7.85,1.6,0,1,1,1,57.098
27.19,590.79,4.108,1220,1063,6,1,45.31,0.5,1.05,1.6,1,1,1,0,16.117
141.22,87.95,8.526,2149,827,6,5,32.59,0.5,1.05,1.25,1,1,1,1,10.163
53.29,612.23,4.116,203,2702,10,0,29.56,0.5,1.05,1.0,1,1,1,0,8.863
438.11,600.76,2.362,812,2290,4,3,20.48,1.0,2.7,1.0,0,1,1,0,38.217
50.04,90.44,4.416,1751,2410,11,6,37.43,1.0,2.7,1.6,1,1,1,0,30.915
147.21,439.44,9.863,77,2231,13,0,1.6,0.5,1.05,1.25,0,0,1,1,7.922
17.81,791.02,2.775,1798,1598,14,3,36.78,1.8,7.85,1.6,0,1,1,1,122.832
248.61,52.73,7.82,799,2992,13,4,7.38,1.2,8.5,1.6,0,1,1,0,25.25
221.0,222.6,18.235,2441,2593,9,0,53.91,1.0,2.7,1.25,1,0,1,1,43.576
305.13,483.25,5.185,180,388,3,1,29.93,0.5,1.05,1.25,0,1,1,1,14.41
422.65,87.18,3.166,1979,2111,11,4,20.83,5.0,4.5,1.25,0,1,1,1,143.708
431.46,482.33,2.303,1780,675,4,7,43.18,1.8,7.85,1.6,0,1,1,1,131.398
276.5,381.1,2.35,1839,1411,10,5,26.53,1.2,8.5,1.25,0,1,1,1,55.134
496.73,291.89,24.409,1725,1055,13,1,39.86,1.2,8.5,1.0,1,1,1,0,67.833
384.15,299.98,1.195,1538,2346,8,1,6.76,1.0,2.7,1.0,0,1,1,0,17.402
217.15,227.52,5.539,2258,879,14,3,28.56,1.2,8.5,1.25,1,1,1,0,57.635
72.5,246.84,20.216,868,1944,1,3,5.51,1.2,8.5,1.25,0,1,1,0,16.432
123.14,633.16,9.218,847,507,13,2,14.35,1.8,7.85,1.25,1,1,1,0,64.664
340.21,666.69,2.952,431,1014,5,5,40.67,0.5,1.05,1.0,0,1,1,0,25.013
121.94,156.09,1.915,985,2152,3,7,58.25,5.0,4.5,1.6,0,1,1,1,167.439
208.51,506.6,5.492,1028,1101,5,2,50.04,5.0,4.5,1.6,1,1,1,1,258.359
285.87,209.84,3.368,1675,505,5,7,46.32,5.0,4.5,1.25,1,1,1,0,233.451
363.39,541.56,4.03,1429,2035,7,3,38.29,1.8,7.85,1.25,1,1,1,1,110.408
115.7,272.33,6.558,2346,1260,14,3,52.07,0.5,1.05,1.6,1,1,1,1,27.76
107.52,251.51,7.167,157,2259,2,1,15.78,1.0,2.7,1.25,1,1,1,1,18.624
270.04,664.81,3.912,1969,682,14,4,7.09,1.8,7.85,1.25,1,1,1,1,117.304
236.68,538.75,13.459,1575,1105,10,6,52.19,1.0,2.7,1.25,1,1,1,1,78.63
491.88,120.98,4.6,1071,217,11,0,27.22,1.2,8.5,1.0,1,1,1,0,46.6
430.41,332.87,11.909,2250,2732,0,6,48.53,1.8,7.85,1.0,1,1,0,0,86.809
293.88,368.36,6.122,539,2716,14,2,9.16,1.0,2.7,1.25,1,1,1,1,56.59
66.08,516.28,2.303,957,2881,4,2,17.99,1.2,8.5,1.6,0,1,1,1,36.69
242.14,101.96,12.597,1132,1803,0,6,0.71,1.2,8.5,1.0,0,1,0,0,15.787
258.34,306.2,30.663,2217,84,10,2,21.7,1.8,7.85,1.25,1,1,1,0,79.817
293.13,574.46,22.753,1606,1021,1,6,11.3,0.5,1.05,1.6,1,1,1,1,45.394
96.21,551.88,5.52,1723,566,7,2,45.83,5.0,4.5,1.0,1,1,1,0,148.573
372.64,555.63,3.442,1791,657,11,6,57.86,1.8,7.85,1.25,1,1,1,1,181.754
248.24,593.27,22.374,2407,1403,0,6,19.51,0.5,1.05,1.25,1,1,0,1,35.659
150.01,402.54,4.939,159,450,14,1,34.81,1.2,8.5,1.25,1,1,1,0,43.871
267.32,742.33,20.1,707,2583,14,5,32.09,1.2,8.5,1.0,1,1,1,0,103.249
386.92,434.86,4.127,850,814,3,2,53.54,1.0,2.7,1.25,0,1,1,0,36.865
277.41,512.82,1.488,90,2525,13,6,21.96,0.5,1.05,1.25,0,1,1,1,31.037
394.33,178.87,5.898,1381,2090,6,0,30.65,1.8,7.85,1.0,1,1,1,0,64.288
33.8,515.16,2.694,1463,2852,11,2,23.88,0.5,1.05,1.25,0,1,1,1,13.43
399.99,58.68,5.234,1383,2410,14,0,9.83,1.0,2.7,1.0,1,1,1,0,33.288
476.42,125.9,3.962,2474,893,6,5,37.07,5.0,4.5,1.25,1,1,1,1,234.361
447.86,688.5,6.049,1848,2463,8,6,40.05,0.5,1.05,1.6,1,1,1,1,53.63
352.42,599.07,6.608,2004,1225,6,5,42.97,1.2,8.5,1.25,1,1,1,1,92.539
78.57,526.59,2.701,2176,2997,7,2,43.4,0.5,1.05,1.0,0,1,1,0,11.846
232.94,229.9,2.513,975,494,12,3,31.4,1.0,2.7,1.25,0,1,1,1,35.069
227.15,112.12,3.943,1434,2288,1,1,45.95,1.8,7.85,1.25,0,1,1,1,23.498
379.35,234.45,3.779,2257,943,13,4,19.93,5.0,4.5,1.25,1,1,1,0,266.002
167.46,127.89,4.629,1988,810,9,7,31.03,5.0,4.5,1.0,0,1,1,0,123.369
106.04,184.05,4.39,1594,2819,13,5,55.27,1.2,8.5,1.0,0,1,1,0,35.976
187.51,158.15,15.271,1006,2472,5,4,31.08,0.5,1.05,1.6,1,1,1,0,19.686
95.64,241.48,1.664,241,1415,10,7,3.17,1.8,7.85,1.25,0,1,1,1,47.029
201.65,90.5,4.45,2337,716,14,2,26.97,0.5,1.05,1.25,1,1,1,0,17.29
310.58,728.23,2.665,1501,648,6,5,46.2,1.0,2.7,1.25,0,1,1,0,62.67
435.22,429.15,2.501,883,283,10,6,55.37,0.5,1.05,1.25,0,1,1,0,31.402
353.97,503.36,1.546,981,1553,8,1,5.37,0.5,1.05,1.25,0,1,1,1,13.765
283.31,318.67,4.634,187,420,0,5,42.02,0.5,1.05,1.6,1,1,0,0,26.917
92.49,773.38,2.529,1807,540,7,2,2.59,0.5,1.05,1.0,0,1,1,0,12.009
497.52,372.41,11.659,1264,2713,4,7,19.42,1.8,7.85,1.0,1,1,1,0,115.483
385.77,521.36,3.943,342,1540,11,1,17.57,1.2,8.5,1.25,1,1,1,1,59.953
199.77,136.8,13.325,2432,1317,13,3,36.04,5.0,4.5,1.6,1,1,1,1,248.01
60.64,278.69,3.624,1747,2224,4,1,37.89,5.0,4.5,1.0,1,1,1,0,65.131
362.45,103.66,1.781,768,661,10,7,59.87,1.8,7.85,1.6,0,1,1,1,110.861
335.29,112.36,11.48,1241,1036,1,6,52.21,0.5,1.05,1.25,1,1,1,1,21.553
414.83,623.64,1.284,182,523,14,3,3.4,0.5,1.05,1.0,0,1,1,0,19.841
388.42,197.77,13.327,451,2474,6,4,42.35,1.0,2.7,1.0,0,1,1,0,29.51
360.48,139.98,27.496,2319,581,11,5,4.22,1.8,7.85,1.6,0,1,1,1,66.543
145.49,509.4,4.634,674,1700,2,7,19.96,5.0,4.5,1.25,1,1,1,1,268.022
196.53,278.09,3.395,1422,1900,14,3,0.75,0.5,1.05,1.25,0,1,1,0,10.464
330.48,152.26,2.012,742,505,8,1,15.37,1.8,7.85,1.6,0,1,1,1,47.204
427.86,613.56,3.219,452,1929,0,3,19.64,0.5,1.05,1.0,1,1,0,0,21.866
400.33,91.53,3.583,449,284,11,3,20.59,5.0,4.5,1.6,1,1,1,1,286.113
262.76,582.06,13.03,1216,117,10,4,52.55,5.0,4.5,1.0,1,1,1,0,303.59
463.72,179.16,3.812,913,2074,10,1,58.19,1.2,8.5,1.6,1,1,1,1,115.652
261.41,666.93,4.293,1347,2117,7,4,25.06,5.0,4.5,1.6,0,1,1,0,333.12
22.09,89.23,64.832,1979,991,10,6,25.06,5.0,4.5,1.6,1,1,1,1,124.077
363.48,127.25,18.111,178,498,10,6,10.57,0.5,1.05,1.6,0,1,1,0,15.619
228.27,757.73,2.719,2043,198,12,7,57.39,1.2,8.5,1.6,0,1,1,0,149.55
108.94,460.6,5.775,962,2105,1,5,13.27,0.5,1.05,1.25,1,1,1,1,20.061
499.97,80.17,3.537,1576,1406,14,7,26.92,1.2,8.5,1.0,1,1,1,0,54.808
166.64,675.68,3.51,2152,1535,4,1,28.99,5.0,4.5,1.25,1,1,1,0,167.776
271.24,400.82,5.321,90,382,11,2,23.82,1.0,2.7,1.25,0,1,1,1,34.377
119.61,470.82,1.251,427,959,1,0,29.37,0.5,1.05,1.25,0,0,1,1,7.646
313.96,386.2,12.936,1469,2416,8,3,9.17,1.0,2.7,1.6,0,1,1,1,37.304
438.32,427.47,5.402,1647,1330,7,7,14.3,1.2,8.5,1.25,1,1,1,1,91.051
270.38,178.86,1.897,920,2780,11,1,32.54,0.5,1.05,1.6,0,1,1,0,17.066
103.67,165.47,1.81,499,306,8,6,46.8,1.8,7.85,1.6,0,1,1,0,65.887
216.86,631.64,2.366,946,628,3,4,45.05,1.0,2.7,1.6,0,1,1,1,54.814
264.17,622.83,2.517,60,732,8,2,5.63,1.2,8.5,1.0,0,1,1,0,35.081
339.15,643.88,3.132,2201,2200,8,4,12.41,0.5,1.05,1.6,1,1,1,1,41.595
392.75,736.29,2.934,1395,2741,13,0,38.26,0.5,1.05,1.25,0,0,1,0,21.646
246.73,58.15,7.056,600,2676,4,7,26.91,1.8,7.85,1.6,0,1,1,1,44.435
